orden reporte,zm_flag,nombre_zm,nombre_zm_match_sina,nombre_zm_match,estado,clasificacion,pob_1980,pob_2000,pob_2005,pob_2010,cambio_pob,area_1980,area_2000,area_2005,area_2010,cambio_area,sub_2015,sub_2010,normativa,remuneraciones_1980,remuneraciones_2000,remunera_2009,remunera_2014,autos_2014,autos_1980,tasamoto_1980,autos_2000,tasamoto_2000,autos_2005,tasamoto_2005,autos_2010,tasamoto_2010,tam_fam_1980,tam_fam_2000,tam_fam_2005,tam_fam_2010
131,0,Heroica Ciudad de Huajuapan de Leon,Huajuapan de Leon,Huajuapan de Leon,Oaxaca,50mil- 100mil,16743,43073,45321,53043,3.168070238,28,774,1159,1270,45.35714286,679801.76,275991.7,,,,52,55,17695,51,3.046049095,6868,159.4502356,11290,249.1118907,12740,240.1824934,,,4.2,4.08
50,1,Tehuac‡n ,Tehuacan ,Tehuac‡n ,Puebla,100mil - 500mil,113107,240507,279409,296899,2.624939217,718,6140,6262,6469,9.009749304,12844963.94,16854422.48,,,,51,62,66151,8921,78.87221834,32701,135.9669365,34428,123.2172192,60039,202.2202837,,,4.2,4.06
121,0,Acatzingo de Hidaldgo,Acatzingo de Hidaldgo,Acatzingo de Hidaldgo,Puebla,50mil- 100mil,12506,47197,54486,59552,4.7618743,447,2725,2743,2860,6.398210291,1279443.24,145101.37,,,,40,51,8170,-,-,-,-,4238,77.78144845,7567,127.0654218,,,5.25,4.47
103,0,Atlixco ,Atlixco ,Atlixco ,Puebla,50mil- 100mil,53207,82838,86173,86690,1.629296897,367,2562,2674,2826,7.70027248,2720652.96,759981.16,,,,51,56,32511,3785,71.13725638,17475,210.95391,18631,216.2046117,28947,333.9139462,,,4.19,3.92
84,1,Teziutl‡n ,Teziutlan ,Teziutl‡n ,Puebla,100mil - 500mil,25119,102727,115057,122500,4.876786496,75,2053,2362,2639,35.18666667,1001240.99,1362942.86,,,,49,60,19155,3994,159.003145,10703,104.1887722,11867,103.1401827,17025,138.9795918,,,4.08,3.74
122,0,Huachinango,Huachinango,Huachinango,Puebla,50mil- 100mil,25778,49452,54753,59256,2.298704322,48,1052,1104,1146,23.875,418148.59,343865.08,,,,42,53,16730,3595,139.4600047,10563,213.6010677,11085,202.45466,17006,286.9920346,,,4.29,4.04
4,0,Puebla-Tlaxcala,Puebla-Tlaxcala,Puebla-Tlaxcala,Puebla-Tlaxcala,1 millon +,1111266,2269995,2523321,2728790,2.455568694,4871,56619,58393,61301,12.58489017,54697598.16,36673793.56,,,,82,71.5,554315,126127,113.4984783,282065,124.2579829,386584,153.2044476,513331,188.1167111,,,3.91,3.76
10,0,Quer_taro,Queretaro,Quer_taro,Queretaro,1 millon +,323275,816481,950828,1097025,3.393473049,782,9231,11075,12612,16.12787724,47123979.83,36108187.06,,,,102,115,325177,33474,103.5465161,155121,189.9872747,169935,178.723176,269834,245.9688704,,,3.99,3.82
77,0,San Juan del R’o ,San Juan del Rio ,San Juan del R’o ,Queretaro,100mil - 500mil,27204,99483,120984,138878,5.10505808,79,2571,2986,3070,38.86075949,10595027.42,13963364.1,,,,102,105,88614,5389,198.0958683,27321,274.6298363,30384,251.1406467,55600,400.3513875,,,4.1,3.71
25,0,Cancun,Cancun,Cancun,Quintana Roo,500mil - 1 millon,37190,431128,586288,677379,18.21400914,478,4341,5835,12340,25.81589958,309498464.4,138127927.2,,,,84,84,280897,3867,103.9795644,76713,177.9355551,114021,194.479505,220415,325.393908,,,3.75,3.5
73,0,Playa del Carmen ,Playa del Carmen ,Playa del Carmen ,Quintana Roo,100mil - 500mil,737,43613,100383,149923,203.4233379,NA,748,1236,3256,4.352941176,114761679.8,5590518.41,,,,84,74,77765,-,-,10133,232.3389815,20797,207.176514,58408,389.5866545,,,3.62,3.25
72,0,Chetumal ,Chetumal ,Chetumal ,Quintana Roo,100mil - 500mil,56709,126095,141271,156569,2.760919783,770,2220,2331,2811,3.650649351,22618935.28,16598720.73,,,,83,67,116941,8516,150.170167,31821,252.3573496,48091,340.416646,93452,596.8742216,,,3.92,3.59
108,0,Cozumel ,Cozumel ,Cozumel ,Quintana Roo,50mil- 100mil,19044,59225,71401,77236,4.055660576,98,1101,1396,1891,19.29591837,274904.16,1525380.96,,,,70,82,56984,2418,126.9691241,14434,243.7146475,27373,383.3699808,47774,618.5457559,,,3.75,3.59
11,0,San Luis Potos’-Soledad de Graciano S‡nchez,San Luis Potosi-Soledad de Graciano Sanchez,San Luis Potos’-Soledad de Graciano S‡nchez,San Luis Potosi,1 millon +,471047,850828,957753,1040443,2.208788083,2000,12859,13681,14863,7.4315,45561431.78,70857613.4,,,,95,88,459457,46053,97.76731409,177078,208.1243212,277636,289.8826733,392741,377.4747872,,,4.045,3.84
79,1,Rioverde-Ciudad Fern‡ndez ,Rioverde-Ciudad Fernandez ,Rioverde-Ciudad Fern‡ndez ,San Luis Potosi,100mil - 500mil,102567,128935,126997,135452,1.320619692,107,3803,3995,3686,34.44859813,2557194.47,8655080.39,,,,44,60,53739,1805,17.59825285,15586,120.8826153,28638,225.5013898,42222,311.7118979,,,4.17,4.05
83,0,Ciudad Valles ,Ciudad Valles ,Ciudad Valles ,San Luis Potosi,100mil - 500mil,65609,105721,116261,124644,1.899800332,475,2585,2720,2769,5.829473684,5409184.18,16787425.55,,,,62,79,58354,4866,74.16665397,22435,212.2094948,36083,310.3620303,49706,398.7837361,,,3.89,3.72
106,0,Matehuala ,Matehuala ,Matehuala ,San Luis Potosi,50mil- 100mil,41550,64206,70150,77328,1.861083032,315,1483,1697,1799,5.711111111,3513855.14,2104466.3,,,,56,78,44615,2933,70.58965102,17416,271.2519079,25820,368.0684248,35487,458.91527,,,4.18,4.07
26,0,Culiac‡n Rosales,Culiacan,Culiac‡n,Sinaloa,500mil - 1 millon,304826,540823,605304,675773,2.216913912,1833,7118,8049,8312,4.534642662,47223158.15,48606675.71,,,,73,76,435697,44080,144.6070873,158647,293.3436633,224084,370.2007586,343230,507.907241,,,4.04,3.81
40,0,Mazatl‡n ,Mazatlan ,Mazatl‡n ,Sinaloa,100mil - 500mil,199830,327989,352471,381583,1.909538107,856,3908,4171,4363,5.096962617,45584340.63,41521368.25,,,,68,72,166021,16561,82.87544413,57129,174.1796219,84421,239.5119031,127392,333.8513508,,,3.7,3.55
53,0,Los Mochis ,Ahome,Ahome,Sinaloa,100mil - 500mil,122531,200906,231977,256613,2.094270021,878,2587,2994,3273,3.727790433,55212205.1,44720554.31,,,,76,83,165203,18895,154.2058744,55767,277.5775736,88544,381.6930127,131386,512.0005612,,,3.91,3.66
110,0,Guasave ,Guasave ,Guasave ,Sinaloa,50mil- 100mil,35236,62801,66793,71196,2.020547168,186,1095,1169,1321,7.102150538,9540328.52,11265190.12,,,,53,56,93982,12924,366.7839709,35949,572.4271906,52342,783.6449927,77990,1095.426709,,,4.12,3.97
115,0,Guamœchil ,Salvador Alvarado,Salvador Alvarado,Sinaloa,50mil- 100mil,36308,57547,61862,63743,1.755618596,265,985,1018,1149,4.335849057,10737232.87,8660262.06,,,,52,74,37722,4627,127.4374793,13754,239.0046397,22715,367.1882577,31637,496.3211647,,,3.94,3.83
23,0,Hermosillo,Hermosillo,Hermosillo,Sonora,500mil - 1 millon,297175,545928,641791,715061,2.406195003,2118,8960,10412,11161,5.269593957,95723482.87,70312752.51,,,,100,99,292791,47405,159.5188021,146414,268.1928753,207060,322.6283946,292090,408.482633,,,3.78,3.61
69,0,San Luis R’o Colorado ,San Luis Rio Colorado ,San Luis R’o Colorado ,Sonora,100mil - 500mil,76684,126645,138796,158089,2.061564342,1387,3791,4378,4527,3.263878875,4558205.73,4371222.7,,,,66,84,55319,13198,172.1089145,52164,411.8915078,52655,379.3697225,72262,457.0969517,,,3.8,3.69
49,0,Ciudad Obreg—n ,Cajeme,Cajeme,Sonora,100mil - 500mil,165572,255425,275502,303126,1.830780567,1020,3369,3800,4100,4.019607843,61500985.68,82150156.2,,,,70,77,138284,29542,178.4238881,84263,329.8933151,93043,337.7216862,132861,438.3028839,,,3.75,3.56
62,1,Guaymas ,Guaymas ,Guaymas ,Sonora,100mil - 500mil,139025,180316,184816,203430,1.463262003,371,2971,3206,3392,9.142857143,9530048.79,22422661.57,,,,71,91,36213,10634,76.48983996,21545,119.4846824,25477,137.850619,43861,215.6073342,,,3.84,3.55
60,0,Heroica Nogales ,Nogales ,Nogales ,Sonora,100mil - 500mil,65603,156854,189759,212533,3.239684161,540,2443,2865,3347,6.198148148,39255824.66,31460113.06,,,,94,111,87618,18222,277.7616877,61307,390.8539151,72504,382.0846442,109181,513.7131645,,,3.9,3.79
88,0,Navojoa ,Navojoa ,Navojoa ,Sonora,100mil - 500mil,62901,98187,103312,113836,1.809764551,387,2230,2360,2385,6.162790698,14196834.33,15453172.77,,,,63,82,38561,9760,155.1644648,23668,241.0502409,NaN,NaN,43597,382.9807794,,,4.02,3.85
126,0,Puerto Penasco,Puerto Pe–asco,Puerto Pe–asco,Sonora,50mil- 100mil,17666,30466,44647,56756,3.212725008,213,1046,1407,2285,10.72769953,5910751.8,15576474.96,,,,68,64,19339,3132,177.289709,12746,418.3680168,14718,329.6526082,24405,429.9985905,,,3.87,3.63
120,0,Heroica Caborca,Caborca,Caborca,Sonora,50mil- 100mil,33696,49917,52330,59922,1.778311966,361,1542,1671,1930,5.346260388,9855324.95,5147259.83,,,,84,111,31333,7862,233.3214625,20450,409.6800689,23307,445.3850564,33375,556.9740663,,,3.82,3.67
107,0,Agua Prieta ,Agua Prieta ,Agua Prieta ,Sonora,50mil- 100mil,28862,60420,68402,77254,2.676668284,509,1325,1512,1764,3.465618861,6409547.56,3606938.21,,,,73,88,24161,5326,184.5332964,24772,409.9966898,21204,309.9909359,31533,408.1730396,,,3.85,3.86
21,0,Villahermosa,Centro,Centro,Tabasco,500mil - 1 millon,250903,600580,644629,755425,3.0108249,319,7697,9092,9610,30.12539185,40784847.76,38367488.66,,,,117,262,254759,19693,78.48849954,101684,169.3096673,129512,200.9093603,205838,272.47973,,,3.79,3.56
99,0,C‡rdenas ,Cardenas ,C‡rdenas ,Tabasco,50mil- 100mil,34078,81944,83099,95379,2.798843829,96,1904,2053,2149,22.38541667,2051971.06,1891368.86,,,,111,84,45477,4071,119.461236,17237,210.3509714,21642,260.436347,36226,379.8110695,,,4.26,3.84
22,0,Reynosa-Rio Bravo,Reynosa-Rio Bravo,Reynosa-Rio Bravo,Tamaulipas,500mil - 1 millon,294934,524692,633730,727150,2.46546685,2291,10579,12131,14001,6.111305107,140811539,135411836.8,,,,92,100.5,302307,83916,284.5246733,193399,368.5952902,259744,409.8654001,293153,403.1534071,,,3.52,3.62
39,1,Nuevo Laredo ,Nuevo Laredo ,Nuevo Laredo ,Tamaulipas,100mil - 500mil,203286,310915,355827,384033,1.889126649,1967,8851,9663,10041,5.104728012,21266862.53,30768649.66,,,,106,125,110642,30113,148.1312043,105130,338.1310004,109552,307.8799529,102172,266.050053,,,3.92,3.81
34,1,Matamoros ,Matamoros ,Matamoros ,Tamaulipas,100mil - 500mil,238840,418141,462157,489193,2.048203818,1082,7055,7720,8662,8.005545287,58171187.85,45445556.61,,,,92,97,140186,26245,109.8852788,121053,289.5028232,144765,313.2377093,126459,258.5053343,,,3.78,3.68
48,0,Ciudad Victoria ,Victoria ,Victoria ,Tamaulipas,100mil - 500mil,140161,249029,278455,305155,2.17717482,709,4063,4274,4444,6.267983075,10392604.36,10245353.41,,,,85,82,125053,14253,101.6901991,58741,235.8801585,99171,356.1473129,112407,368.3603415,,,3.8,3.75
104,0,Ciudad Mante ,El Mante ,El Mante ,Tamaulipas,50mil- 100mil,70647,80533,81884,84787,1.200150042,611,1642,1701,1760,2.880523732,2990371.98,0,,,,58,73,38283,7565,107.0816878,22902,284.3803161,30667,374.5176103,33927,400.14389,,,3.55,3.46
17,0,Tampico,Tampico,Tampico,"Tamaulipas, Veracruz",500mil - 1 millon,436900,746417,803196,859419,1.967084001,2906,14385,14905,15471,5.323812801,2053164.12,6319788.06,,,,92,71,105457,22279,50.99336233,65991,88.41036579,95209,118.5376919,89559,104.2087736,,,3.58,3.45
33,1,Tlaxcala-Apizaco,Tlaxcala-Apizaco,Tlaxcala-Apizaco,Tlaxcala,100mil - 500mil,131837,408401,457655,499567,3.789277669,431,23478,23874,24630,57.14617169,4455443.88,5644849.59,,,,79.5,67,59962,9179,69.6238537,33174,81.22898818,58234,127.2443216,94002,188.1669526,9179,9179,3.95,3.865
124,0,Huamantla,Huamantla,Huamantla,Tlaxcala,50mil- 100mil,21944,46195,53459,58912,2.684651841,219,2081,2083,2435,11.11872146,1502068.33,5062920.24,,,,56,67,28524,1623,73.96099162,9256,200.3680052,14050,262.8182345,19813,336.315182,,,4.62,4.34
42,1,Minatitl‡n ,Minatitlan ,Minatitl‡n ,Veracruz,100mil - 500mil,217025,323389,330781,356137,1.640995277,2130,7631,7686,8292,3.892957746,367505.85,771946.49,,,,165,293,55560,9873,45.49245479,21612,66.82973138,32986,99.72156805,46261,129.8966409,,,3.74,3.48
27,0,Xalapa,Xalapa,Xalapa,Veracruz,500mil - 1 millon,263400,554990,595043,666535,2.530504935,917,6749,7161,7927,8.644492912,1166135.68,13908176.7,,,,76,61,178023,22003,83.53454822,68472,123.3751959,104723,175.9923232,156873,235.3559828,,,3.63,3.57
20,0,Veracruz,Veracruz,Veracruz,Veracruz,500mil - 1 millon,413411,687820,751006,811671,1.963351241,1838,6355,6936,7765,4.224700762,243604140.4,132379551,,,,112,138,215746,40795,98.67903854,73110,106.2923439,122063,162.5326562,183669,226.2850342,,,3.46,3.38
37,1,Orizaba ,Orizaba ,Orizaba ,Veracruz,100mil - 500mil,209247,381730,395899,427406,2.042590814,1124,6506,6906,7246,6.446619217,132124.48,1132832.18,,,,65,78,43369,6105,29.17604553,18017,47.19828151,27049,68.32298137,37526,87.79942256,,,3.56,3.56
43,1,Coatzacoalcos ,Coatzacoalcos ,Coatzacoalcos ,Veracruz,100mil - 500mil,207746,307724,321182,347257,1.671546023,845,6141,6356,6625,7.840236686,37153320.19,52690359.73,,,,157,213,112225,23472,112.9841248,39977,129.9118691,65063,202.5736187,91189,262.5980182,,,3.58,3.45
31,0,Poza Rica,Poza Rica,Poza Rica,Veracruz,500mil - 1 millon,344984,467258,481389,513518,1.488527004,1664,5379,5871,6101,3.666466346,269163.92,794511.71,,,,131,173,86331,11241,32.58411984,35011,74.92862616,53519,111.1762005,75649,147.3151866,,,3.7,3.72
46,1,C—rdoba ,Cordoba ,C—rdoba ,Veracruz,100mil - 500mil,156076,276553,293768,316032,2.024859684,901,3801,3835,4298,4.770255272,5514674.77,7946442.57,,,,63,70,63015,15125,96.90791666,25686,92.87912263,39895,135.8044443,54750,173.2419502,,,3.75,3.6
92,0,Tœxpam de Rodr’guez Cano ,Tuxpam de Rodriguez Cano ,Tœxpam de Rodr’guez Cano ,Veracruz,100mil - 500mil,56037,93531,100586,108418,1.934757392,214,2068,2185,2299,10.74299065,5340210.39,1427131.21,,,,73,93,34115,5834,104.1097846,11891,127.1343191,19939,198.2283817,28144,259.5878913,,,3.76,3.65
105,0,Mart’nez de la Torre ,Martinez de la Torre ,Mart’nez de la Torre ,Veracruz,50mil- 100mil,25837,65505,72765,78219,3.027402562,241,1393,1576,1623,6.734439834,70324.32,1506840.62,,,,48,62,27965,5194,201.0295313,12052,183.9859553,19415,266.8178382,26264,335.7751953,,,3.8,3.63
89,1,Acayucan ,Acayucan ,Acayucan ,Veracruz,100mil - 500mil,52106,102992,105552,112996,2.168579434,544,1447,1480,1584,2.911764706,1119605.56,1053298.92,,,,47,57,20470,1898,36.42574751,6304,61.20863756,10320,97.77171442,15416,136.4296081,,,3.95,3.79
117,0,San Andr_s Tuxtla,San Andres Tuxtla,San Andr_s Tuxtla,Veracruz,50mil- 100mil,40412,54853,58757,61769,1.528481639,290,735,748,849,2.927586207,4992822.71,4188097.05,,,,46,58,16965,2762,68.34603583,5182,94.47067617,9250,157.4280511,14571,235.8950283,,,4.12,3.92
12,0,Merida,Merida,Merida,Yucatan,500mil - 1 millon,443918,803920,897740,973046,2.191949865,4775,18757,19687,22598,4.732565445,74693971.63,88042949.13,,,,70,80,466473,65143,146.7455701,171552,213.3943676,269306,299.9821775,378852,389.3464441,,,3.74,3.58
47,1,Zacatecas-Guadalupe ,Zacatecas-Guadalupe ,Zacatecas-Guadalupe ,Zacatecas,100mil - 500mil,140166,242720,271965,309660,2.209237618,489,2846,3457,3908,7.991820041,99999999,21063547.66,,,,61.5,75.5,59983,7738,55.20597006,63598,262.0220831,93244,342.8529406,131351,424.1781309,,,4.07,3.81
82,0,Fresnillo ,Fresnillo ,Fresnillo ,Zacatecas,100mil - 500mil,56066,101151,115432,125846,2.244604573,467,1796,2103,2238,4.792291221,4765684.24,21561313.39,,,,95,92,47817,3090,55.1136161,32003,316.3883699,49580,429.516945,69742,554.1852741,,,4.15,4
